QSO	PI_DATE	SPEC_PREFIX	Z_EM	QSO_Olam0	QSO_Olam1	QSO_Rlam0	QSO_Rlam1	OBS_Olam0	OBS_Olam1	LyaS2N	DR	S2N	SPECRES	dv	RA	DE
J083933+111207	Wolfe_Mar_11_12_2000	J083933+111207	2.696	4061	6517	1098	1763	4061	6517	4.05	2	5.0	71700	2.60	2.2550213895568416	0.19859713707498589
J084044+363327	Becker_Dec_26_27_1997	J084044+363327	1.225	3882	6423	1744	2886	3882	6288	-1.00	2	6.0	71700	2.60	2.2721525233856874	0.6380564983167247
J084044+363327	Becker_Dec_26_27_1997	J084044+363327_spec2	1.225	3882	6423	1744	2886	4031	6423	-1.00	2	9.0	71700	2.60	2.272151796165166	0.6380501957388703
J084424+124548	Chaffee_Nov_2_1997	J084424+124548	0.072	3403	7191	3174	6708	4791	7191	-1.00	2	5.0	71700	2.60	2.2761216929929318	0.225928508347536
J084424+124548	Sargent_Dec_28_29_30_31_1997	J084424+124548	0.072	3403	7191	3174	6708	3403	4917	-1.00	2	3.0	71700	2.60	2.27615587235745	0.22588051179310614
J084424+124548	Wolfe_Feb_25_26_1998	J084424+124548	0.072	3403	7191	3174	6708	4778	7174	-1.00	2	6.0	71700	2.60	2.2761144207877146	0.2259299627885793
J084547+132858	Steidel_Mar_1_1998	J084547+132858	1.883	3931	6082	1363	2109	3931	6082	-1.00	2	8.0	95600	2.60	2.2820870829321436	0.23848857638404072
J085141+161221	Hamann_Dec_16_1998	J085141+161221	1.926	3400	4921	1161	1681	3406	4921	4.31	2	4.0	95600	2.60	2.307739786833852	0.28613703459084816
J085141+161221	Hamann_Dec_16_1998	J085141+161221_spec2	1.926	3400	4921	1161	1681	3406	4921	4.41	2	5.0	95600	2.60	2.307739786833852	0.28613703459084816
J085141+161221	Hamann_Jan_1_2_1998	J085141+161221	1.926	3400	4921	1161	1681	3400	4914	3.19	2	5.0	95600	2.60	2.3077310601875927	0.28619569704626235
J085141+161221	Hamann_Jan_1_2_1998	J085141+161221_spec2	1.926	3400	4921	1161	1681	3406	4921	2.87	2	5.0	95600	2.60	2.3077310601875927	0.28619569704626235
J090033+421546	Prochaska_Mar_19_2005	J090033+421546	3.29	3545	8085	826	1884	3545	8085	13.22	1	10.0	71600	2.60	2.358634315042529	0.7376333499071747
J090033+421546	Becker_Dec_26_27_1997	J090033+421546	3.29	3545	8085	826	1884	3943	6286	34.06	2	11.0	71700	2.60	2.3586168617500087	0.737648379131289
J090033+421546	Becker_May_8_1997	J090033+421546	3.29	3545	8085	826	1884	3932	6298	16.64	2	11.0	71700	2.60	2.3586255883962686	0.73769249717627
J090033+421546	Wolfe_Mar_2_3_2002	J090033+421546	3.29	3545	8085	826	1884	5127	7600	-1.00	2	15.0	95600	2.60	2.358592136252272	0.7376202599377846
J092708+582319	Wolfe_Jan_24_25_26_2011	J092708+582319	1.91	2995	5880	1029	2020	2995	5880	5.48	1	3.0	47700	1.30	2.474625261027463	1.019039572597756
J092759+154321	Wolfe_Jan_24_25_26_2011	J092759+154321	1.805	3074	5967	1095	2127	3074	5967	2.37	1	3.0	47700	1.30	2.4783137235133443	0.27436721285455196
J092914+282529	Wolfe_Apr_27_28_2007	J092914+282529	3.399	4306	7424	978	1687	4306	7424	36.53	1	8.0	71600	1.30	2.4837984206877364	0.4961093550657071
J093337+284532	Sargent_Dec_28_29_30_31_1997	J093337+284532	3.425	3847	6890	869	1557	3847	5358	8.19	2	5.0	71700	2.60	2.4900488810714414	0.5058206579120121
J093337+284532	Steidel_Feb_1_2000	J093337+284532	3.425	3847	6890	869	1557	4466	6884	18.16	2	7.0	71700	2.60	2.5028763238530782	0.501942633276817
J093337+284532	Steidel_Feb_1_2000	J093337+284532_spec2	3.425	3847	6890	869	1557	4438	6890	13.46	2	11.0	71700	2.60	2.502874869412035	0.5019431180904981
J093643+292713	Prochaska_Feb_5_2010	J093643+292713	2.923	2995	5869	763	1496	2995	5869	13.59	1	9.0	47700	1.30	2.5164077160996854	0.5140959426348709
J093748+730158	Hamann_Dec_27_2003	J093748+730158	2.525	4070	7307	1154	2072	4075	6521	9.41	2	10.0	95600	2.60	2.521186282147542	1.2746624340995698
J093748+730158	Steidel_Feb_27_28_1998	J093748+730158	2.525	4070	7307	1154	2072	4901	7307	-1.00	2	9.0	95600	2.60	2.5211673744139786	1.2746648581679754
J093748+730158	Wolfe_Mar_11_12_2003	J093748+730158	2.525	4070	7307	1154	2072	4070	6514	9.05	2	10.0	95600	2.60	2.521182646044934	1.2746600100311642
J093857+412821	Hamann_Jan_1_2_1998	J093857+412821	1.935	3108	4921	1058	1676	3401	4914	8.60	2	8.0	95600	2.60	2.5124021854663585	0.7277882384848833
J093857+412821	Hamann_Jan_1_2_1998	J093857+412821_spec2	1.935	3108	4921	1058	1676	3406	4921	6.71	2	9.0	95600	2.60	2.5124021854663585	0.7277882384848833
J093857+412821	Sargent_Apr_4_5_2002	J093857+412821	1.935	3108	4921	1058	1676	3108	4646	5.97	2	9.0	95600	2.60	2.5261364722385107	0.7237705875095285
J094202+042244	Wolfe_Mar_17_18_2005	J094202+042244	3.275	3364	6200	786	1450	3364	6200	44.67	1	3.0	95500	2.60	2.539601687417647	0.0764289375721939
J095122+263513	Sargent_April_13_14_15_1999	J095122+263513	1.246	3584	5129	1595	2283	3584	5129	-1.00	2	4.0	95600	2.60	2.580371124303191	0.46404474782448457
J095309+523029	Wolfe_Mar_17_18_2005	J095309+523029	1.875	3156	6039	1097	2100	3156	6039	7.85	1	3.0	95500	2.60	2.5881080234331777	0.9164418469603125
J095355-050418	Wolfe_Apr_5_6_1997	J095355-050418	0.0	6031	8388	6031	8388	6031	8388	-1.00	2	7.0	71700	2.60	2.5805420211257823	-0.08439782004859134
J095500-013000	Wolfe_Mar_19_20_1999	J095500-013000	4.5	5706	8155	1037	1482	5706	8155	17.09	2	6.0	71700	2.60	2.585013700113496	-0.022042538825326162
J095714+544017	Steidel_Feb_27_28_1998	J095714+544017	2.589	4162	6525	1159	1818	4162	6525	10.60	2	6.0	95600	2.60	2.6059489244911678	0.9542544052047697
J095820+322402	Wolfe_Dec_26_2006	J095820+322402	0.53	3078	5934	2011	3878	3078	5934	-1.00	1	5.0	102700	1.30	2.6108183931042324	0.5653931086057087
J095822+014524	Wolfe_Jan_15_16_2012	J095822+014524	1.96	3169	6030	1070	2037	3169	6030	8.82	1	6.0	47700	1.30	2.6108707529817923	0.030635861322992685
J095852+120245	Prochaska_Apr_7_2006	J095852+120245	3.297	3608	8564	839	1993	5444	8564	-1.00	1	6.0	47700	1.30	2.613062595634088	0.2102350894900203
J095852+120245	Prochaska_Jan_3_4_2006	J095852+120245	3.297	3608	8564	839	1993	3608	6495	41.13	1	10.0	71600	2.60	2.613077867265043	0.21026708719297352
J095852+120245	Cowie_Apr_1_2_3_4_1997	J095852+120245	3.297	3608	8564	839	1993	4337	6774	12.51	2	12.0	71700	2.60	2.6013565268968586	0.21441127453909783
J095852+120245	Sargent_Nov_10_11_12_1999	J095852+120245	3.297	3608	8564	839	1993	4382	6792	16.91	2	10.0	95600	2.60	2.6130655045161753	0.21023945281315026
J100110+552834	Steidel_Feb_27_28_1998	J100110+552834	2.102	4162	6525	1341	2103	4162	6525	-1.00	2	6.0	95600	2.60	2.6059489244911678	0.9542544052047697
J100120+555355	Lu_Jan_3_4_1998	J100120+555355	1.414	3504	6777	1451	2807	4305	6757	-1.00	2	7.0	95600	2.60	2.623884364216975	0.9756220833859913
J100120+555355	Lu_Jan_3_4_1998	J100120+555355_spec2	1.414	3504	6777	1451	2807	4327	6777	-1.00	2	8.0	95600	2.60	2.623884364216975	0.9756220833859913
J100120+555355	Sargent_Dec_28_29_30_31_1997	J100120+555355	1.414	3504	6777	1451	2807	3504	5045	-1.00	2	6.0	71700	2.60	2.6238661837039334	0.9755886312419948
J100120+555355	Sargent_Dec_28_29_30_31_1997	J100120+555355_spec2	1.414	3504	6777	1451	2807	3504	5045	-1.00	2	6.0	71700	2.60	2.6239178163609718	0.9755973578882547
J100205+554257	Cohen_Dec_25_1997	J100205+554257	1.15	3840	6191	1786	2879	3840	6179	-1.00	2	5.0	95600	2.60	2.612349919522857	0.9766615239182903
J100205+554257	Cohen_Dec_25_1997	J100205+554257_spec2	1.15	3840	6191	1786	2879	3996	6191	-1.00	2	12.0	95600	2.60	2.612333920671381	0.9766557061541169
J100841+362319	Hamann_Mar_27_28_29_2007	J100841+362319	3.125	3542	7993	858	1937	3571	7993	19.75	1	5.0	47700	1.30	2.655876976626552	0.6350724701094955
J100841+362319	Tytler_Mar_1_2_2001	J100841+362319	3.125	3542	7993	858	1937	3542	5059	35.42	2	13.0	71700	2.60	2.6558886121548992	0.6351301629375475
J101155+294141	Sargent_April_30_May_1_2005	J101155+294141	2.652	3048	7050	834	1930	3101	5980	80.42	1	3.0	47700	1.30	2.6575735821035953	0.522590363141591
J101155+294141	Steidel_May_31_Jun_1_2005	J101155+294141	2.652	3048	7050	834	1930	3101	5983	41.41	1	53.0	71600	2.60	2.6700170524497935	0.5182449781178062
J101155+294141	Tytler_Dec_6_7_2005	J101155+294141	2.652	3048	7050	834	1930	3048	5896	39.76	1	10.0	35800	1.30	2.6575837631908987	0.5225879390731855
J101155+294141	Sargent_Jan_24_1996	J101155+294141	2.652	3048	7050	834	1930	3945	6076	9.30	2	3.0	95600	2.60	2.657559764913684	0.5225918175826344
J101155+294141	Sargent_Jun_7_8_2003	J101155+294141	2.652	3048	7050	834	1930	4582	7020	-1.00	2	11.0	95600	2.60	2.6575714004420306	0.5225908479552721
J101155+294141	Sargent_Jun_7_8_2003	J101155+294141_spec2	2.652	3048	7050	834	1930	4612	7050	-1.00	2	15.0	95600	2.60	2.6575714004420306	0.5225816364953311
J101336+561536	Prochaska_Jan_5_2006	J101336+561536	3.632	3899	8368	841	1806	3899	8368	10.11	1	5.0	47700	1.30	2.6773299820156495	0.9819474474834274
J101447+430030	Prochaska_Apr_14_2005	J101447+430030	3.125	3500	7057	848	1710	3500	6401	54.33	1	7.0	71600	2.60	2.682536153730244	0.7506350832071701
J101447+430030	Wolfe_Apr_27_28_2007	J101447+430030	3.125	3500	7057	848	1710	3975	7057	38.86	1	9.0	71600	1.30	2.6824990654836394	0.7505720574286259
J101549+002019	Wolfe_Mar_2_3_2002	J101549+002019	4.402	6215	8554	1150	1583	6215	8554	3.75	2	8.0	95600	2.60	2.6758115455664147	0.010268353765899973
J101556-003504	Wolfe_Feb_25_26_1998	J101556-003504	2.462	6210	8549	1793	2469	6210	8549	-1.00	2	9.0	71700	2.60	2.6763816864553993	-0.005830369329023279
J101723-204658	Sargent_April_7_8_9_2007	J101723-204658	2.545	3128	5981	882	1687	3128	5981	40.11	1	11.0	47700	1.30	2.693904064924901	-0.36273517213774925
J101939+524627	Prochaska_April_10_11_2007	J101939+524627	2.17	3118	5974	983	1884	3118	5974	12.21	1	5.0	47700	1.30	2.703762266316582	0.9210955734852829
J102009+104002	Prochaska_Apr_6_2006	J102009+104002	3.167	3616	6524	867	1565	3616	6524	31.45	1	10.0	71600	2.60	2.7059904699949615	0.1861771801923218
J102009+104002	Cowie_May_25_26_1996	J102009+104002	3.167	3616	6524	867	1565	3806	6084	6.39	2	8.0	71700	2.60	2.6943600321919843	0.19056135031059532
J102009+104002	Hamann_Dec_27_2003	J102009+104002	3.167	3616	6524	867	1565	4075	6523	18.76	2	13.0	95600	2.60	2.7059861066718316	0.18617621056495956
J102156+300140	Wolfe_Mar_2_3_2002	J102156+300140	3.129	4722	7185	1143	1740	4722	7185	14.07	2	13.0	95600	2.60	2.713731732448078	0.5240855285341328
J102325+514251	Hamann_Mar_27_28_29_2007	J102325+514251	0.597	3584	7975	2244	4993	3584	7975	-1.00	1	6.0	47700	1.30	2.72018654179837	0.9025815086310721
J102410+060013	Wolfe_Apr_14_15_2012	J102410+060013	2.13	3128	5992	999	1914	3128	5992	7.39	1	4.0	95500	2.60	2.723451761940643	0.10479005310342066
J103456+035859	Cowie_May_25_26_1996	J103456+035859	3.369	4045	6089	925	1393	4045	6089	8.97	2	8.0	71700	2.60	2.759129200733494	0.07403783649696169
J103514+544040	Prochaska_Jan_11_12_2008	J103514+544040	2.989	3299	7801	827	1955	3368	6262	6.79	1	5.0	47700	1.30	2.771782837810453	0.9542636166647107
J103514+544040	Wolfe_Mar_24_25_2008	J103514+544040	2.989	3299	7801	827	1955	3299	7801	15.65	1	5.0	47700	1.30	2.7717202968455896	0.9542771914477818
J104018+572448	Prochaska_Jan_3_4_2006	J104018+572448	3.408	3794	6657	860	1510	3794	6657	17.34	1	5.0	71600	2.60	2.7938568895250504	1.002013885744551
J104117+061016	Steidel_Mar_1_1998	J104117+061016	1.27	3975	6408	1751	2822	3975	6408	-1.00	2	11.0	95600	2.60	2.7867803066287355	0.1122809092902441
J104213+062853	Wolfe_Apr_14_15_2012	J104213+062853	2.035	3128	5992	1030	1974	3128	5992	5.97	1	5.0	95500	2.60	2.8022730126222717	0.11311042549862252
J104459+365605	Becker_Dec_26_27_1997	J104459+365605	0.7	3847	6284	2262	3696	3847	6284	-1.00	2	6.0	71700	2.60	2.814283059537558	0.6446344503420189
J104459+365605	Becker_May_8_1997	J104459+365605	0.7	3847	6284	2262	3696	3892	6084	-1.00	2	7.0	71700	2.60	2.814299058389034	0.6446819620827677
J105123+354534	Wolfe_Apr_4_2010	J105123+354534	4.912	5127	9713	867	1642	5127	9713	11.97	1	12.0	47700	1.30	2.842209054789989	0.6241156809164201
J105427+253600	Becker_Dec_26_27_1997	J105427+253600	2.4	3882	6424	1141	1889	3882	6288	3.42	2	4.0	71700	2.60	2.8555979118143506	0.44683240770405275
J105427+253600	Becker_Dec_26_27_1997	J105427+253600_spec2	2.4	3882	6424	1141	1889	4031	6424	-1.00	2	4.0	71700	2.60	2.855597184593829	0.44683628621350163
J105648+120826	Prochaska_Apr_6_2006	J105648+120826	1.923	3074	5975	1051	2044	3101	5975	4.14	1	4.0	47700	1.30	2.8658677200212934	0.21187472935953275
J105648+120826	Prochaska_Jun_2_3_2006	J105648+120826	1.923	3074	5975	1051	2044	3074	5966	5.04	1	5.0	47700	1.30	2.865907717149985	0.21187036603640277
J105648+120826	Wolfe_Jan_24_25_26_2011	J105648+120826	1.923	3074	5975	1051	2044	3074	5966	5.32	1	12.0	47700	1.30	2.8658626294776424	0.2118926674657338
J105756+455553	Cowie_Feb_22_23_24_1998	J105756+455553	4.137	3927	8003	764	1557	3927	6393	36.63	2	8.0	71700	2.60	2.870788094070874	0.8016520268703266
J105756+455553	Cowie_Feb_22_23_24_1998	J105756+455553_spec2	4.137	3927	8003	764	1557	3936	6391	42.22	2	10.0	71700	2.60	2.870788821291396	0.8016505724292833
J105756+455553	Cowie_Feb_22_23_24_1998	J105756+455553_spec3	4.137	3927	8003	764	1557	5590	7942	44.83	2	7.0	71700	2.60	2.8708048201428724	0.8016491179882399
J105756+455553	Cowie_Feb_22_23_24_1998	J105756+455553_spec4	4.137	3927	8003	764	1557	5637	8003	51.33	2	10.0	71700	2.60	2.8708048201428724	0.8016491179882399
J105756+455553	Sargent_May_22_23_24_1996	J105756+455553	4.137	3927	8003	764	1557	4607	7054	21.67	2	10.0	95600	2.60	2.8582166329128635	0.8063367814708879
J105756+455553	Sargent_May_22_23_24_1996	J105756+455553_spec2	4.137	3927	8003	764	1557	4586	7025	30.39	2	10.0	95600	2.60	2.8581926346356488	0.8063256307562224
J110045+112239	Wolfe_Jan_15_2011	J110045+112239	4.706	5362	8391	939	1470	5362	8391	7.39	1	12.0	47700	1.30	2.883096301400043	0.19860634853492698
J110610+640009	Sargent_April_7_8_9_2007	J110610+640009	2.202	3128	5981	976	1867	3128	5981	32.56	1	7.0	47700	1.30	2.906763693277607	1.1170592026444819
J110610+640009	Tytler_Apr_9_1997	J110610+640009	2.202	3128	5981	976	1867	3168	4713	18.74	2	10.0	71700	2.60	2.893142852906835	1.1217880752900242
J110621+104432	Wolfe_Apr_14_15_2012	J110621+104432	1.859	3325	6184	1162	2162	3325	6184	8.05	1	5.0	95500	2.60	2.9075556364256996	0.18748375306291196
J111038+483115	Sargent_Feb_22_1995	J111038+483115	2.954	3926	6076	992	1536	3926	6076	11.80	2	8.0	95600	2.60	2.913795915722101	0.8515970474845498
J111113-080402	Prochaska_Apr_7_2006	J111113-080402	3.922	4158	8751	844	1777	4158	8751	10.87	1	6.0	47700	1.30	2.928778840129951	-0.14080831591409143
J111113-080402	Wolfe_Mar_19_20_1999	J111113-080402	3.922	4158	8751	844	1777	6060	8348	-1.00	2	9.0	71700	2.60	2.9177614492267367	-0.1360556873981746
J111909+211917	Prochaska_Jun_2_3_2006	J111909+211917	1.183	3051	5932	1397	2717	3051	5932	-1.00	1	6.0	102700	1.30	2.9633269054526568	0.3721313460913332
J112442-170517	Sargent_April_30_May_1_2005	J112442-170517	2.397	3126	6141	920	1807	3127	5980	52.10	1	3.0	47700	1.30	2.987572437644945	-0.2982476803449643
J112442-170517	Sargent_April_7_8_9_2007	J112442-170517	2.397	3126	6141	920	1807	3126	5981	18.54	1	11.0	47700	1.30	2.987628433625113	-0.2982510740407321
J112442-170517	Cowie_Feb_22_23_24_1998	J112442-170517	2.397	3126	6141	920	1807	3952	6095	8.24	2	7.0	71700	2.60	2.9876262519635484	-0.29826173994171645
J112442-170517	Cowie_Feb_22_23_24_1998	J112442-170517_spec2	2.397	3126	6141	920	1807	3940	6141	12.62	2	8.0	71700	2.60	2.9876262519635484	-0.29826173994171645
J112442-170517	Tytler_Apr_9_1997	J112442-170517	2.397	3126	6141	920	1807	3167	4713	28.59	2	10.0	71700	2.60	2.9767099447128453	-0.2935255950909575
J113130+604420	Wolfe_Dec_26_2006	J113130+604420	2.921	3597	6423	917	1638	3597	6423	21.06	1	16.0	47700	1.30	3.017373934622748	1.0600005108873383
J113418+574204	Prochaska_Jan_5_2006	J113418+574204	3.521	3973	8534	878	1887	3973	8534	29.31	1	10.0	71600	2.60	3.0295352434065403	1.0070816431531893
J113508+222715	Wolfe_Dec_26_2006	J113508+222715	2.886	3433	6311	883	1624	3433	6311	17.27	1	7.0	47700	1.30	3.0330462640851357	0.39190738095747224
J113508+222715	Sargent_Dec_18_19_20_21_22_1998	J113508+222715	2.886	3433	6311	883	1624	3842	6079	7.87	2	7.0	95600	2.60	3.021667444582654	0.39668909829425564
J113508+222715	Sargent_Dec_18_19_20_21_22_1998	J113508+222715_spec2	2.886	3433	6311	883	1624	3939	6088	17.06	2	6.0	95600	2.60	3.0216798073315223	0.39671527823303554
J114308+345222	Sargent_Mar_13_14_15_1999	J114308+345222	3.145	4224	6758	1019	1630	4306	6758	27.39	2	8.0	95600	2.60	3.0565958462381904	0.6134977764864401
J114308+345222	Sargent_Mar_13_14_15_1999	J114308+345222_spec2	3.145	4224	6758	1019	1630	4224	6663	39.98	2	12.0	95600	2.60	3.056596573458712	0.6134875953991368
J115538+053050	Prochaska_April_15_2005	J115538+053050	3.475	5057	8140	1130	1818	5057	8140	18.61	1	4.0	47700	1.30	3.122582381932966	0.09622484979925848
J115940-003203	Wolfe_Apri_14_15_2012	J115940-003203	2.035	3154	5992	1039	1974	3154	5992	4.56	1	4.0	95500	2.60	3.1401949357471537	-0.009321997460374157
J115944+011207	Wolfe_Mar_2_3_2002	J115944+011207	2.002	3848	6160	1281	2051	3848	6160	-1.00	2	11.0	95600	2.60	3.1292989906710575	0.025824570351661653
J120006+312630	Tytler_Apr_9_1997	J120006+312630	2.989	3436	6178	861	1548	3436	4985	33.22	2	10.0	71700	2.60	3.1308763319825474	0.5537047355678388
J120006+312630	Tytler_Jan_6_7_1997	J120006+312630	2.989	3436	6178	861	1548	3969	6178	48.84	2	11.0	71700	2.60	3.130843607059073	0.5536179539189202
J120147+120630	Cowie_Apr_1_2_3_4_1997	J120147+120630	3.509	4643	7126	1029	1580	4643	7126	21.77	2	10.0	71700	2.60	3.1493913664641213	0.21131525437153234
J120147+120630	Cowie_Apr_1_2_3_4_1997	J120147+120630_spec2	3.509	4643	7126	1029	1580	4672	7059	22.56	2	14.0	71700	2.60	3.149439363018551	0.21133076840932782
J120207+323538	Wolfe_Apr_4_2010	J120207+323538	5.292	5123	9709	814	1543	5123	9709	18.03	1	5.0	47700	1.30	3.150893076841357	0.5688532238477875
J120416+022111	Prochaska_Apr_14_2005	J120416+022111	2.529	3455	6422	979	1819	3455	6309	10.89	1	3.0	71600	2.60	3.1602545866167424	0.041056931398442166
J120416+022111	Prochaska_May_2_3_2005	J120416+022111	2.529	3455	6422	979	1819	3568	6422	12.80	1	3.0	71600	2.60	3.1602473144115257	0.04107244543623768
J120917+113830	Prochaska_Apr_6_2006	J120917+113830	3.105	3500	6411	852	1561	3500	6400	26.28	1	10.0	71600	2.60	3.182173740360226	0.20318880744877427
J120917+113830	Cowie_Feb_13_14_15_16_1999	J120917+113830	3.105	3500	6411	852	1561	3970	6400	17.43	2	6.0	71700	2.60	3.182152650965098	0.20318735300773097
J120917+113830	Cowie_Feb_13_14_15_16_1999	J120917+113830_spec2	3.105	3500	6411	852	1561	3984	6411	14.73	2	5.0	71700	2.60	3.1821839214475296	0.20316505157839992
J121117+042222	Prochaska_May_2_3_2005	J121117+042222	2.526	3403	6302	965	1787	3403	6302	19.66	1	3.0	47700	1.30	3.190872752240374	0.07632858114020423
J121134+090220	Wolfe_Mar_11_12_2003	J121134+090220	3.291	4068	6507	948	1516	4068	6507	12.38	2	12.0	95600	2.60	3.1921650231073717	0.15772976782585754
J121303+171423	Wolfe_Mar_11_12_2000	J121303+171423	2.558	3802	6184	1068	1738	3802	6184	7.90	2	6.0	71700	2.60	3.1874337263934236	0.30574096060019335
J121930+494052	Pettini_May_7_2007	J121930+494052	2.633	3027	7052	833	1941	3127	5980	31.62	1	6.0	95500	2.60	3.2267414500304223	0.8671101156526928
J121930+494052	Steidel_May_25_2009	J121930+494052	2.633	3027	7052	833	1941	3027	5880	45.04	1	7.0	35800	1.30	3.226747995015118	0.8670916927328106
J121930+494052	Sargent_Feb_5_2003	J121930+494052	2.633	3027	7052	833	1941	3884	6182	11.71	2	8.0	95600	2.60	3.2267356322662493	0.8670970256833028
J121930+494052	Sargent_Feb_5_2003	J121930+494052_spec2	2.633	3027	7052	833	1941	3772	6200	11.37	2	10.0	95600	2.60	3.226739995589379	0.8670965408696216
